Model,Type,Account,Distance,Correct,Repetition per Account(Model),Repetition per Type(Model),Repetition per Question(Model),Account(Model) Cumulative,Type(Model) Cumulative,Question(Model) Cumulative,Account(Model) Percentual,Type(Model) Percentual,Question(Model) Percentual,Type and Account Percentual
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,31.176914536239792,0,458,1370,3697,0,0,0,=0/458,=0/1370,=0/3697,=0/151
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,30.298514815086232,0,459,1371,3698,0,0,0,=0/459,=0/1371,=0/3698,=0/152
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,27.60434748368452,0,460,1372,3699,0,0,0,=0/460,=0/1372,=0/3699,=0/153
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,31.85906464414798,0,461,1373,3700,0,0,0,=0/461,=0/1373,=0/3700,=0/154
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,35.35533905932738,0,462,1374,3701,0,0,0,=0/462,=0/1374,=0/3701,=0/155
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,28.39013913315678,0,463,1375,3702,0,0,0,=0/463,=0/1375,=0/3702,=0/156
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,31.176914536239792,0,464,1376,3703,0,0,0,=0/464,=0/1376,=0/3703,=0/157
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,28.705400188814647,0,465,1377,3704,0,0,0,=0/465,=0/1377,=0/3704,=0/158
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,29.427877939124322,0,466,1378,3705,0,0,0,=0/466,=0/1378,=0/3705,=0/159
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,31.448370387032774,0,467,1379,3706,0,0,0,=0/467,=0/1379,=0/3706,=0/160
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,31.811947441173732,0,468,1380,3707,0,0,0,=0/468,=0/1380,=0/3707,=0/161
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,28.61817604250837,0,469,1381,3708,0,0,0,=0/469,=0/1381,=0/3708,=0/162
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,31.89043743820395,0,470,1382,3709,0,0,0,=0/470,=0/1382,=0/3709,=0/163
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,32.14031735997639,0,471,1383,3710,0,0,0,=0/471,=0/1383,=0/3710,=0/164
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,31.11269837220809,0,472,1384,3711,0,0,0,=0/472,=0/1384,=0/3711,=0/165
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,31.04834939252005,0,473,1385,3712,0,0,0,=0/473,=0/1385,=0/3712,=0/166
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,27.422618401604176,0,474,1386,3713,0,0,0,=0/474,=0/1386,=0/3713,=0/167
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,+,0,475,1387,3714,0,0,0,=0/475,=0/1387,=0/3714,=0/168
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,29.189039038652847,0,476,1388,3715,0,0,0,=0/476,=0/1388,=0/3715,=0/169
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,29.88310559496787,0,477,1389,3716,0,0,0,=0/477,=0/1389,=0/3716,=0/170
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,30.528675044947494,0,478,1390,3717,0,0,0,=0/478,=0/1390,=0/3717,=0/171
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,32.92415526630866,0,479,1391,3718,0,0,0,=0/479,=0/1391,=0/3718,=0/172
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,34.61213659975356,0,480,1392,3719,0,0,0,=0/480,=0/1392,=0/3719,=0/173
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,34.438350715445125,0,481,1393,3720,0,0,0,=0/481,=0/1393,=0/3720,=0/174
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,31.22498999199199,0,482,1394,3721,0,0,0,=0/482,=0/1394,=0/3721,=0/175
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,27.49545416973504,0,483,1395,3722,0,0,0,=0/483,=0/1395,=0/3722,=0/176
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,29.444863728670914,0,484,1396,3723,0,0,0,=0/484,=0/1396,=0/3723,=0/177
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,32.48076353782343,0,485,1397,3724,0,0,0,=0/485,=0/1397,=0/3724,=0/178
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,31.89043743820395,0,486,1398,3725,0,0,0,=0/486,=0/1398,=0/3725,=0/179
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,31.11269837220809,0,487,1399,3726,0,0,0,=0/487,=0/1399,=0/3726,=0/180
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,30.0,0,488,1400,3727,0,0,0,=0/488,=0/1400,=0/3727,=0/181
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,29.715315916207253,0,489,1401,3728,0,0,0,=0/489,=0/1401,=0/3728,=0/182
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,31.144823004794873,0,490,1402,3729,0,0,0,=0/490,=0/1402,=0/3729,=0/183
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,28.42534080710379,0,491,1403,3730,0,0,0,=0/491,=0/1403,=0/3730,=0/184
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,35.90264614203248,0,492,1404,3731,0,0,0,=0/492,=0/1404,=0/3731,=0/185
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,29.631064780058107,0,493,1405,3732,0,0,0,=0/493,=0/1405,=0/3732,=0/186
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,29.8496231131986,0,494,1406,3733,0,0,0,=0/494,=0/1406,=0/3733,=0/187
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,35.24202037341219,0,495,1407,3734,0,0,0,=0/495,=0/1407,=0/3734,=0/188
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,31.11269837220809,0,496,1408,3735,0,0,0,=0/496,=0/1408,=0/3735,=0/189
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,31.400636936215164,0,497,1409,3736,0,0,0,=0/497,=0/1409,=0/3736,=0/190
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,28.407745422683583,0,498,1410,3737,0,0,0,=0/498,=0/1410,=0/3737,=0/191
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,34.56877203488721,0,499,1411,3738,0,0,0,=0/499,=0/1411,=0/3738,=0/192
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,31.016124838541646,0,500,1412,3739,0,0,0,=0/500,=0/1412,=0/3739,=0/193
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,34.132096331752024,0,501,1413,3740,0,0,0,=0/501,=0/1413,=0/3740,=0/194
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,35.805027579936315,0,502,1414,3741,0,0,0,=0/502,=0/1414,=0/3741,=0/195
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,31.368774282716245,0,503,1415,3742,0,0,0,=0/503,=0/1415,=0/3742,=0/196
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,31.20897306865447,0,504,1416,3743,0,0,0,=0/504,=0/1416,=0/3743,=0/197
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,31.336879231984796,0,505,1417,3744,0,0,0,=0/505,=0/1417,=0/3744,=0/198
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,33.66006535941367,0,506,1418,3745,0,0,0,=0/506,=0/1418,=0/3745,=0/199
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,32.83291031876401,0,507,1419,3746,0,0,0,=0/507,=0/1419,=0/3746,=0/200
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,25.612496949731394,0,508,1420,3747,0,0,0,=0/508,=0/1420,=0/3747,=0/201
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,+,0,509,1421,3748,0,0,0,=0/509,=0/1421,=0/3748,=0/202
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,34.828149534535996,0,510,1422,3749,0,0,0,=0/510,=0/1422,=0/3749,=0/203
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,27.459060435491963,0,511,1423,3750,0,0,0,=0/511,=0/1423,=0/3750,=0/204
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,29.614185789921695,0,512,1424,3751,0,0,0,=0/512,=0/1424,=0/3751,=0/205
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,32.01562118716424,0,513,1425,3752,0,0,0,=0/513,=0/1425,=0/3752,=0/206
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,29.171904291629644,0,514,1426,3753,0,0,0,=0/514,=0/1426,=0/3753,=0/207
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,32.68026927673638,0,1,1427,3754,0,0,0,=0/1,=0/1427,=0/3754,=0/1
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,32.202484376209235,0,2,1428,3755,0,0,0,=0/2,=0/1428,=0/3755,=0/2
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,30.59411708155671,0,3,1429,3756,0,0,0,=0/3,=0/1429,=0/3756,=0/3
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,34.0147027033899,0,4,1430,3757,0,0,0,=0/4,=0/1430,=0/3757,=0/4
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,33.54101966249684,0,5,1431,3758,0,0,0,=0/5,=0/1431,=0/3758,=0/5
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,28.513154858766505,0,7,1432,3760,0,0,0,=0/7,=0/1432,=0/3760,=0/6
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,33.66006535941367,0,8,1433,3761,0,0,0,=0/8,=0/1433,=0/3761,=0/7
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,31.73326330524486,0,9,1434,3762,0,0,0,=0/9,=0/1434,=0/3762,=0/8
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,31.25699921617557,0,10,1435,3763,0,0,0,=0/10,=0/1435,=0/3763,=0/9
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,33.98529093593286,0,11,1436,3764,0,0,0,=0/11,=0/1436,=0/3764,=0/10
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,33.36165463522455,0,12,1437,3765,0,0,0,=0/12,=0/1437,=0/3765,=0/11
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,34.75629439396553,0,13,1438,3766,0,0,0,=0/13,=0/1438,=0/3766,=0/12
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,31.654383582688826,0,14,1439,3767,0,0,0,=0/14,=0/1439,=0/3767,=0/13
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,32.77193921634788,0,15,1440,3768,0,0,0,=0/15,=0/1440,=0/3768,=0/14
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,31.559467676119,0,16,1441,3769,0,0,0,=0/16,=0/1441,=0/3769,=0/15
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,31.336879231984796,0,17,1442,3770,0,0,0,=0/17,=0/1442,=0/3770,=0/16
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,33.555923471125034,0,18,1443,3771,0,0,0,=0/18,=0/1443,=0/3771,=0/17
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,29.614185789921695,0,19,1444,3772,0,0,0,=0/19,=0/1444,=0/3772,=0/18
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,32.55764119219941,0,20,1445,3773,0,0,0,=0/20,=0/1445,=0/3773,=0/19
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,27.982137159266443,0,21,1446,3774,0,0,0,=0/21,=0/1446,=0/3774,=0/20
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,28.548204847240395,0,22,1447,3775,0,0,0,=0/22,=0/1447,=0/3775,=0/21
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,31.843366656181317,0,23,1448,3776,0,0,0,=0/23,=0/1448,=0/3776,=0/22
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,26.870057685088806,0,24,1449,3777,0,0,0,=0/24,=0/1449,=0/3777,=0/23
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,+,0,25,1450,3778,0,0,0,=0/25,=0/1450,=0/3778,=0/24
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,33.34666400106613,0,26,1451,3779,0,0,0,=0/26,=0/1451,=0/3779,=0/25
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,30.789608636681304,0,27,1452,3780,0,0,0,=0/27,=0/1452,=0/3780,=0/26
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,30.54504869860253,0,28,1453,3781,0,0,0,=0/28,=0/1453,=0/3781,=0/27
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,32.29551052391029,0,29,1454,3782,0,0,0,=0/29,=0/1454,=0/3782,=0/28
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,34.655446902326915,0,30,1455,3783,0,0,0,=0/30,=0/1455,=0/3783,=0/29
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,28.583211855912904,0,31,1456,3784,0,0,0,=0/31,=0/1456,=0/3784,=0/30
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,30.757112998459398,0,32,1457,3785,0,0,0,=0/32,=0/1457,=0/3785,=0/31
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,37.255872020394314,0,33,1458,3786,0,0,0,=0/33,=0/1458,=0/3786,=0/32
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,30.72458299147443,0,34,1459,3787,0,0,0,=0/34,=0/1459,=0/3787,=0/33
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,28.19574435974337,0,35,1460,3788,0,0,0,=0/35,=0/1460,=0/3788,=0/34
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,31.368774282716245,0,36,1461,3789,0,0,0,=0/36,=0/1461,=0/3789,=0/35
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,30.773365106858236,0,37,1462,3790,0,0,0,=0/37,=0/1462,=0/3790,=0/36
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,26.476404589747453,0,38,1463,3791,0,0,0,=0/38,=0/1463,=0/3791,=0/37
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,26.43860813280457,0,39,1464,3792,0,0,0,=0/39,=0/1464,=0/3792,=0/38
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,32.55764119219941,0,40,1465,3793,0,0,0,=0/40,=0/1465,=0/3793,=0/39
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,25.13961017995307,0,41,1466,3794,0,0,0,=0/41,=0/1466,=0/3794,=0/40
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,30.967725134404045,0,42,1467,3795,0,0,0,=0/42,=0/1467,=0/3795,=0/41
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,30.643106892089126,0,43,1468,3796,0,0,0,=0/43,=0/1468,=0/3796,=0/42
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,30.854497241083024,0,44,1469,3797,0,0,0,=0/44,=0/1469,=0/3797,=0/43
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,30.83828789021855,0,45,1470,3798,0,0,0,=0/45,=0/1470,=0/3798,=0/44
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,29.631064780058107,0,46,1471,3799,0,0,0,=0/46,=0/1471,=0/3799,=0/45
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,30.528675044947494,0,47,1472,3800,0,0,0,=0/47,=0/1472,=0/3800,=0/46
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,34.26368339802363,0,48,1473,3801,0,0,0,=0/48,=0/1473,=0/3801,=0/47
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,30.659419433511783,0,49,1474,3802,0,0,0,=0/49,=0/1474,=0/3802,=0/48
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,29.444863728670914,0,50,1475,3803,0,0,0,=0/50,=0/1475,=0/3803,=0/49
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,29.68164415931166,0,52,1476,3805,0,0,0,=0/52,=0/1476,=0/3805,=0/50
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,27.622454633866266,0,53,1477,3806,0,0,0,=0/53,=0/1477,=0/3806,=0/51
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,27.85677655436824,0,54,1478,3807,0,0,0,=0/54,=0/1478,=0/3807,=0/52
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,32.64965543462902,0,55,1479,3808,0,0,0,=0/55,=0/1479,=0/3808,=0/53
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,31.89043743820395,0,56,1480,3809,0,0,0,=0/56,=0/1480,=0/3809,=0/54
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,28.124722220850465,0,57,1481,3810,0,0,0,=0/57,=0/1481,=0/3810,=0/55
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,30.56141357987225,0,58,1482,3811,0,0,0,=0/58,=0/1482,=0/3811,=0/56
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,30.983866769659336,0,59,1483,3812,0,0,0,=0/59,=0/1483,=0/3812,=0/57
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,27.055498516937366,0,60,1484,3813,0,0,0,=0/60,=0/1484,=0/3813,=0/58
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,30.757112998459398,0,61,1485,3814,0,0,0,=0/61,=0/1485,=0/3814,=0/59
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,29.444863728670914,0,62,1486,3815,0,0,0,=0/62,=0/1486,=0/3815,=0/60
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,33.85262175962151,0,63,1487,3816,0,0,0,=0/63,=0/1487,=0/3816,=0/61
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,32.18695387886216,0,64,1488,3817,0,0,0,=0/64,=0/1488,=0/3817,=0/62
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,29.563490998188964,0,65,1489,3818,0,0,0,=0/65,=0/1489,=0/3818,=0/63
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,34.02939905434711,0,66,1490,3819,0,0,0,=0/66,=0/1490,=0/3819,=0/64
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,30.166206257996713,0,67,1491,3820,0,0,0,=0/67,=0/1491,=0/3820,=0/65
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,34.26368339802363,0,68,1492,3821,0,0,0,=0/68,=0/1492,=0/3821,=0/66
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,31.304951684997057,0,69,1493,3822,0,0,0,=0/69,=0/1493,=0/3822,=0/67
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,33.06055050963308,0,70,1494,3823,0,0,0,=0/70,=0/1494,=0/3823,=0/68
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,31.016124838541646,0,71,1495,3824,0,0,0,=0/71,=0/1495,=0/3824,=0/69
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,27.964262908219126,0,72,1496,3825,0,0,0,=0/72,=0/1496,=0/3825,=0/70
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,25.88435821108957,0,73,1497,3826,0,0,0,=0/73,=0/1497,=0/3826,=0/71
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,30.870698080866262,0,74,1498,3827,0,0,0,=0/74,=0/1498,=0/3827,=0/72
gemini-1.5-flash-002,PoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,38.262252939417984,0,51,901,3804,0,0,0,=0/51,=0/901,=0/3804,=0/1
gemini-1.5-flash-002,PoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,39.293765408777,0,76,902,3829,0,0,0,=0/76,=0/902,=0/3829,=0/2
gemini-1.5-flash-002,PoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,38.262252939417984,0,77,903,3830,0,0,0,=0/77,=0/903,=0/3830,=0/3
gemini-1.5-flash-002,PoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,38.262252939417984,0,78,904,3831,0,0,0,=0/78,=0/904,=0/3831,=0/4
gemini-1.5-flash-002,PoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,38.262252939417984,0,79,905,3832,0,0,0,=0/79,=0/905,=0/3832,=0/5
gemini-1.5-flash-002,PoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,38.262252939417984,0,80,906,3833,0,0,0,=0/80,=0/906,=0/3833,=0/6
gemini-1.5-flash-002,PoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,38.0,0,81,907,3834,0,0,0,=0/81,=0/907,=0/3834,=0/7
