Model,Type,Account,X,Y,Correct,Repetition per Account(Model),Repetition per Type(Model),Repetition per Question(Model),Account(Model) Cumulative,Type(Model) Cumulative,Question(Model) Cumulative,Account(Model) Percentual,Type(Model) Percentual,Question(Model) Percentual,Type and Account Percentual
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,+,0,389,854,2979,260,0,2117,=260/389,=0/854,=2117/2979,=0/128
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,+,0,390,855,2980,260,0,2117,=260/390,=0/855,=2117/2980,=0/129
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,+,0,391,856,2981,260,0,2117,=260/391,=0/856,=2117/2981,=0/130
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,+,0,392,857,2982,260,0,2117,=260/392,=0/857,=2117/2982,=0/131
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,+,0,393,858,2983,260,0,2117,=260/393,=0/858,=2117/2983,=0/132
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,+,0,394,859,2984,260,0,2117,=260/394,=0/859,=2117/2984,=0/133
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,+,0,395,860,2985,260,0,2117,=260/395,=0/860,=2117/2985,=0/134
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,+,0,396,861,2986,260,0,2117,=260/396,=0/861,=2117/2986,=0/135
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,+,0,397,862,2987,260,0,2117,=260/397,=0/862,=2117/2987,=0/136
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,+,0,398,863,2988,260,0,2117,=260/398,=0/863,=2117/2988,=0/137
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,+,0,399,864,2989,260,0,2117,=260/399,=0/864,=2117/2989,=0/138
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,+,0,400,865,2990,260,0,2117,=260/400,=0/865,=2117/2990,=0/139
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,+,0,401,866,2991,260,0,2117,=260/401,=0/866,=2117/2991,=0/140
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,+,0,402,867,2992,260,0,2117,=260/402,=0/867,=2117/2992,=0/141
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,+,0,403,868,2993,260,0,2117,=260/403,=0/868,=2117/2993,=0/142
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,+,0,404,869,2994,260,0,2117,=260/404,=0/869,=2117/2994,=0/143
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,+,0,405,870,2995,260,0,2117,=260/405,=0/870,=2117/2995,=0/144
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,+,0,406,871,2996,260,0,2117,=260/406,=0/871,=2117/2996,=0/145
gemini-1.5-flash-002,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,2.02876,1.8197,1,388,1068,2978,260,1060,2117,=260/388,=1060/1068,=2117/2978,=139/140
gemini-1.5-flash-002,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,2.0288,1.8197,1,408,1069,2998,261,1061,2118,=261/408,=1061/1069,=2118/2998,=140/141
gemini-1.5-flash-002,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,2.02876,1.8197,1,409,1070,2999,262,1062,2119,=262/409,=1062/1070,=2119/2999,=141/142
gemini-1.5-flash-002,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,2.029,1.82,1,410,1071,3000,263,1063,2120,=263/410,=1063/1071,=2120/3000,=142/143
gemini-1.5-flash-002,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,2.02876,1.8197,1,411,1072,3001,264,1064,2121,=264/411,=1064/1072,=2121/3001,=143/144
gemini-1.5-flash-002,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,2.02876,1.8197,1,412,1073,3002,265,1065,2122,=265/412,=1065/1073,=2122/3002,=144/145
gemini-1.5-flash-002,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,2.02876,1.8197,1,413,1074,3003,266,1066,2123,=266/413,=1066/1074,=2123/3003,=145/146
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,+,0,407,872,2997,260,0,2117,=260/407,=0/872,=2117/2997,=0/146
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,2.02876,1.8197,1,377,1057,2967,256,1057,2113,=256/377,=1057/1057,=2113/2967,=121/121
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,2.02876,1.8197,1,416,1058,3006,268,1058,2125,=268/416,=1058/1058,=2125/3006,=122/122
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,2.02876,1.8197,1,417,1059,3007,269,1059,2126,=269/417,=1059/1059,=2126/3007,=123/123
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,2.02876,1.8197,1,418,1060,3008,270,1060,2127,=270/418,=1060/1060,=2127/3008,=124/124
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,2.02876,1.8197,1,419,1061,3009,271,1061,2128,=271/419,=1061/1061,=2128/3009,=125/125
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,2.02876,1.8197,1,420,1062,3010,272,1062,2129,=272/420,=1062/1062,=2129/3010,=126/126
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,2.02876,1.8197,1,421,1063,3011,273,1063,2130,=273/421,=1063/1063,=2130/3011,=127/127
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,2.02876,1.8197,1,422,1064,3012,274,1064,2131,=274/422,=1064/1064,=2131/3012,=128/128
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,2.02876,1.8197,1,423,1065,3013,275,1065,2132,=275/423,=1065/1065,=2132/3013,=129/129
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,+,0,415,873,3005,267,0,2124,=267/415,=0/873,=2124/3005,=0/147
gemini-1.5-flash-002,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,2.02876,1.8197,1,414,1075,3004,267,1067,2124,=267/414,=1067/1075,=2124/3004,=146/147
gemini-1.5-flash-002,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,2.02876,1.8197,1,425,1076,3015,277,1068,2134,=277/425,=1068/1076,=2134/3015,=147/148
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,2.02876,1.8197,1,424,1066,3014,276,1066,2133,=276/424,=1066/1066,=2133/3014,=130/130
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,2.02876,1.8197,1,426,1067,3016,278,1067,2135,=278/426,=1067/1067,=2135/3016,=131/131
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,2.02876,1.8197,1,427,1068,3017,279,1068,2136,=279/427,=1068/1068,=2136/3017,=132/132
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,2.02876,1.8197,1,428,1069,3018,280,1069,2137,=280/428,=1069/1069,=2137/3018,=133/133
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,2.02876,1.8197,1,429,1070,3019,281,1070,2138,=281/429,=1070/1070,=2138/3019,=134/134
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,2.02876,1.8197,1,430,1071,3020,282,1071,2139,=282/430,=1071/1071,=2139/3020,=135/135
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,2.02876,1.8197,1,431,1072,3021,283,1072,2140,=283/431,=1072/1072,=2140/3021,=136/136
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,2.02876,1.8197,1,432,1073,3022,284,1073,2141,=284/432,=1073/1073,=2141/3022,=137/137
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,2.02876,1.8197,1,433,1074,3023,285,1074,2142,=285/433,=1074/1074,=2142/3023,=138/138
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,2.02876,1.8197,1,434,1075,3024,286,1075,2143,=286/434,=1075/1075,=2143/3024,=139/139
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,2.02876,1.8197,1,435,1076,3025,287,1076,2144,=287/435,=1076/1076,=2144/3025,=140/140
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,2.02876,1.8197,1,436,1077,3026,288,1077,2145,=288/436,=1077/1077,=2145/3026,=141/141
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,2.02876,1.8197,1,437,1078,3027,289,1078,2146,=289/437,=1078/1078,=2146/3027,=142/142
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,2.02876,1.8197,1,438,1079,3028,290,1079,2147,=290/438,=1079/1079,=2147/3028,=143/143
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,2.02876,1.8197,1,439,1080,3029,291,1080,2148,=291/439,=1080/1080,=2148/3029,=144/144
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,2.02876,1.8197,1,440,1081,3030,292,1081,2149,=292/440,=1081/1081,=2149/3030,=145/145
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,2.02876,1.8197,1,441,1082,3031,293,1082,2150,=293/441,=1082/1082,=2150/3031,=146/146
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,2.02876,1.8197,1,442,1083,3032,294,1083,2151,=294/442,=1083/1083,=2151/3032,=147/147
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,2.02876,1.8197,1,443,1084,3033,295,1084,2152,=295/443,=1084/1084,=2152/3033,=148/148
gemini-1.5-flash-002,CoT,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,1,1077,3034,1,1069,2153,=1/1,=1069/1077,=2153/3034,=1/1
gemini-1.5-flash-002,CoT,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,2,1078,3035,2,1070,2154,=2/2,=1070/1078,=2154/3035,=2/2
gemini-1.5-flash-002,CoT,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8198,1,3,1079,3036,3,1071,2155,=3/3,=1071/1079,=2155/3036,=3/3
gemini-1.5-flash-002,CoT,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,4,1080,3037,4,1072,2156,=4/4,=1072/1080,=2156/3037,=4/4
gemini-1.5-flash-002,CoT,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.029,1.82,1,5,1081,3038,5,1073,2157,=5/5,=1073/1081,=2157/3038,=5/5
gemini-1.5-flash-002,CoT,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.029,1.82,1,6,1082,3039,6,1074,2158,=6/6,=1074/1082,=2158/3039,=6/6
gemini-1.5-flash-002,CoT,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.03,1.82,1,7,1083,3040,7,1075,2159,=7/7,=1075/1083,=2159/3040,=7/7
gemini-1.5-flash-002,CoT,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,8,1084,3041,8,1076,2160,=8/8,=1076/1084,=2160/3041,=8/8
gemini-1.5-flash-002,CoT,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,9,1085,3042,9,1077,2161,=9/9,=1077/1085,=2161/3042,=9/9
gemini-1.5-flash-002,CoT,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02875783,1.8197,1,10,1086,3043,10,1078,2162,=10/10,=1078/1086,=2162/3043,=10/10
gemini-1.5-flash-002,CoT,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.029,1.82,1,11,1087,3044,11,1079,2163,=11/11,=1079/1087,=2163/3044,=11/11
gemini-1.5-flash-002,CoT,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.0288,1.8199,1,12,1088,3045,12,1080,2164,=12/12,=1080/1088,=2164/3045,=12/12
gemini-1.5-flash-002,CoT,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,13,1089,3046,13,1081,2165,=13/13,=1081/1089,=2165/3046,=13/13
gemini-1.5-flash-002,CoT,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,14,1090,3047,14,1082,2166,=14/14,=1082/1090,=2166/3047,=14/14
gemini-1.5-flash-002,CoT,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,15,1091,3048,15,1083,2167,=15/15,=1083/1091,=2167/3048,=15/15
gemini-1.5-flash-002,CoT,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8198,1,16,1092,3049,16,1084,2168,=16/16,=1084/1092,=2168/3049,=16/16
gemini-1.5-flash-002,CoT,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8198,1,17,1093,3050,17,1085,2169,=17/17,=1085/1093,=2169/3050,=17/17
gemini-1.5-flash-002,CoT,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,19,1094,3052,19,1086,2171,=19/19,=1086/1094,=2171/3052,=18/18
gemini-1.5-flash-002,CoT,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,20,1095,3053,20,1087,2172,=20/20,=1087/1095,=2172/3053,=19/19
gemini-1.5-flash-002,CoT,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,21,1096,3054,21,1088,2173,=21/21,=1088/1096,=2173/3054,=20/20
gemini-1.5-flash-002,CoT,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,22,1097,3055,22,1089,2174,=22/22,=1089/1097,=2174/3055,=21/21
gemini-1.5-flash-002,CoT,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,23,1098,3056,23,1090,2175,=23/23,=1090/1098,=2175/3056,=22/22
gemini-1.5-flash-002,CoT,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.81976,1,24,1099,3057,24,1091,2176,=24/24,=1091/1099,=2176/3057,=23/23
gemini-1.5-flash-002,CoT,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,25,1100,3058,25,1092,2177,=25/25,=1092/1100,=2177/3058,=24/24
gemini-1.5-flash-002,CoT,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,26,1101,3059,26,1093,2178,=26/26,=1093/1101,=2178/3059,=25/25
gemini-1.5-flash-002,CoT,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8199,1,27,1102,3060,27,1094,2179,=27/27,=1094/1102,=2179/3060,=26/26
gemini-1.5-flash-002,CoT,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,28,1103,3061,28,1095,2180,=28/28,=1095/1103,=2180/3061,=27/27
gemini-1.5-flash-002,CoT,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,29,1104,3062,29,1096,2181,=29/29,=1096/1104,=2181/3062,=28/28
gemini-1.5-flash-002,CoT,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.029,1.8197,1,30,1105,3063,30,1097,2182,=30/30,=1097/1105,=2182/3063,=29/29
gemini-1.5-flash-002,CoT,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.029,1.82,1,31,1106,3064,31,1098,2183,=31/31,=1098/1106,=2183/3064,=30/30
gemini-1.5-flash-002,CoT,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8204,1,32,1107,3065,32,1099,2184,=32/32,=1099/1107,=2184/3065,=31/31
gemini-1.5-flash-002,CoT,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.029,1.82,1,33,1108,3066,33,1100,2185,=33/33,=1100/1108,=2185/3066,=32/32
gemini-1.5-flash-002,CoT,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,34,1109,3067,34,1101,2186,=34/34,=1101/1109,=2186/3067,=33/33
gemini-1.5-flash-002,CoT,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,35,1110,3068,35,1102,2187,=35/35,=1102/1110,=2187/3068,=34/34
gemini-1.5-flash-002,CoT,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,36,1111,3069,36,1103,2188,=36/36,=1103/1111,=2188/3069,=35/35
gemini-1.5-flash-002,CoT,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.029,1.82,1,37,1112,3070,37,1104,2189,=37/37,=1104/1112,=2189/3070,=36/36
gemini-1.5-flash-002,CoT,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,38,1113,3071,38,1105,2190,=38/38,=1105/1113,=2190/3071,=37/37
gemini-1.5-flash-002,CoT,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,39,1114,3072,39,1106,2191,=39/39,=1106/1114,=2191/3072,=38/38
gemini-1.5-flash-002,CoT,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,40,1115,3073,40,1107,2192,=40/40,=1107/1115,=2192/3073,=39/39
gemini-1.5-flash-002,CoT,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,41,1116,3074,41,1108,2193,=41/41,=1108/1116,=2193/3074,=40/40
gemini-1.5-flash-002,CoT,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,42,1117,3075,42,1109,2194,=42/42,=1109/1117,=2194/3075,=41/41
gemini-1.5-flash-002,one_shot,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,18,1085,3051,18,1085,2170,=18/18,=1085/1085,=2170/3051,=1/1
gemini-1.5-flash-002,one_shot,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,44,1086,3077,44,1086,2196,=44/44,=1086/1086,=2196/3077,=2/2
gemini-1.5-flash-002,one_shot,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,45,1087,3078,45,1087,2197,=45/45,=1087/1087,=2197/3078,=3/3
gemini-1.5-flash-002,one_shot,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.81975,1,46,1088,3079,46,1088,2198,=46/46,=1088/1088,=2198/3079,=4/4
gemini-1.5-flash-002,one_shot,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,47,1089,3080,47,1089,2199,=47/47,=1089/1089,=2199/3080,=5/5
gemini-1.5-flash-002,one_shot,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,48,1090,3081,48,1090,2200,=48/48,=1090/1090,=2200/3081,=6/6
gemini-1.5-flash-002,one_shot,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,49,1091,3082,49,1091,2201,=49/49,=1091/1091,=2201/3082,=7/7
gemini-1.5-flash-002,one_shot,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,50,1092,3083,50,1092,2202,=50/50,=1092/1092,=2202/3083,=8/8
gemini-1.5-flash-002,one_shot,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,51,1093,3084,51,1093,2203,=51/51,=1093/1093,=2203/3084,=9/9
gemini-1.5-flash-002,one_shot,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,52,1094,3085,52,1094,2204,=52/52,=1094/1094,=2204/3085,=10/10
gemini-1.5-flash-002,one_shot,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,53,1095,3086,53,1095,2205,=53/53,=1095/1095,=2205/3086,=11/11
gemini-1.5-flash-002,one_shot,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,54,1096,3087,54,1096,2206,=54/54,=1096/1096,=2206/3087,=12/12
gemini-1.5-flash-002,one_shot,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,55,1097,3088,55,1097,2207,=55/55,=1097/1097,=2207/3088,=13/13
gemini-1.5-flash-002,one_shot,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,56,1098,3089,56,1098,2208,=56/56,=1098/1098,=2208/3089,=14/14
gemini-1.5-flash-002,one_shot,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,57,1099,3090,57,1099,2209,=57/57,=1099/1099,=2209/3090,=15/15
gemini-1.5-flash-002,one_shot,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,58,1100,3091,58,1100,2210,=58/58,=1100/1100,=2210/3091,=16/16
gemini-1.5-flash-002,one_shot,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,59,1101,3092,59,1101,2211,=59/59,=1101/1101,=2211/3092,=17/17
gemini-1.5-flash-002,one_shot,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,60,1102,3093,60,1102,2212,=60/60,=1102/1102,=2212/3093,=18/18
gemini-1.5-flash-002,one_shot,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,61,1103,3094,61,1103,2213,=61/61,=1103/1103,=2213/3094,=19/19
gemini-1.5-flash-002,one_shot,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,62,1104,3095,62,1104,2214,=62/62,=1104/1104,=2214/3095,=20/20
gemini-1.5-flash-002,one_shot,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,63,1105,3096,63,1105,2215,=63/63,=1105/1105,=2215/3096,=21/21
gemini-1.5-flash-002,one_shot,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,64,1106,3097,64,1106,2216,=64/64,=1106/1106,=2216/3097,=22/22
gemini-1.5-flash-002,one_shot,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,65,1107,3098,65,1107,2217,=65/65,=1107/1107,=2217/3098,=23/23
gemini-1.5-flash-002,one_shot,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,66,1108,3099,66,1108,2218,=66/66,=1108/1108,=2218/3099,=24/24
gemini-1.5-flash-002,one_shot,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,67,1109,3100,67,1109,2219,=67/67,=1109/1109,=2219/3100,=25/25
gemini-1.5-flash-002,one_shot,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,68,1110,3101,68,1110,2220,=68/68,=1110/1110,=2220/3101,=26/26
gemini-1.5-flash-002,one_shot,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,69,1111,3102,69,1111,2221,=69/69,=1111/1111,=2221/3102,=27/27
gemini-1.5-flash-002,one_shot,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,70,1112,3103,70,1112,2222,=70/70,=1112/1112,=2222/3103,=28/28
gemini-1.5-flash-002,one_shot,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,71,1113,3104,71,1113,2223,=71/71,=1113/1113,=2223/3104,=29/29
gemini-1.5-flash-002,one_shot,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,72,1114,3105,72,1114,2224,=72/72,=1114/1114,=2224/3105,=30/30
gemini-1.5-flash-002,one_shot,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,73,1115,3106,73,1115,2225,=73/73,=1115/1115,=2225/3106,=31/31
gemini-1.5-flash-002,one_shot,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,74,1116,3107,74,1116,2226,=74/74,=1116/1116,=2226/3107,=32/32
gemini-1.5-flash-002,one_shot,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,75,1117,3108,75,1117,2227,=75/75,=1117/1117,=2227/3108,=33/33
gemini-1.5-flash-002,one_shot,HfgTwNtWluA9oYzY23iqRIdQCpkJ9KEmRn320w==,2.02876,1.8197,1,76,1118,3109,76,1118,2228,=76/76,=1118/1118,=2228/3109,=34/34
